latitude,longitude
47.662181854,-122.313117981
47.674877167,-122.295372009
47.690361023,-122.267524719
47.672580719,-122.316513062
47.65984726,-122.317741394
47.662181854,-122.313117981
47.667987823,-122.300086975
47.675395966,-122.315658569
47.665687561,-122.317398071
47.662181854,-122.313117981
47.687568665,-122.298194885
47.664905548,-122.314208984
47.662181854,-122.313117981
47.662212372,-122.318405151
47.672504425,-122.317359924
47.658489227,-122.319786072
47.676692963,-122.290298462
47.664897919,-122.313072205
47.668598175,-122.320373535
47.668994904,-122.313018799
47.662189484,-122.31426239
47.660522461,-122.312011719
47.658405304,-122.275337219
47.674575806,-122.318702698
47.663993835,-122.305450439
47.662181854,-122.313117981
47.663963318,-122.30834198
47.668521881,-122.299034119
47.662181854,-122.313117981
47.66399765,-122.313087463
47.66003418,-122.320831299
47.662532806,-122.304122925
47.668518066,-122.294456482
47.678890228,-122.262229919
47.679393768,-122.27230072
47.662189484,-122.31426239
47.663993835,-122.305450439
47.660522461,-122.312011719
47.674877167,-122.295372009
47.682525635,-122.263679504
47.674877167,-122.295372009
47.684864044,-122.311576843
47.692089081,-122.302391052
47.667499542,-122.314170837
47.66488266,-122.310806274
47.667503357,-122.315200806
47.668552399,-122.314155579
47.662200928,-122.317451477
47.667484283,-122.311897278
47.685768127,-122.3099823
47.692089081,-122.302391052
47.657520294,-122.321884155
47.660533905,-122.313148499
47.674880981,-122.291152954
47.666725159,-122.284805298
47.662181854,-122.313117981
47.664482117,-122.293930054
47.675777435,-122.295379639
47.670082092,-122.311889648
47.673065186,-122.291145325
47.65984726,-122.317741394
47.676708221,-122.306541443
47.655860901,-122.285354614
47.674156189,-122.317367554
47.66400528,-122.314224243
47.674877167,-122.294319153
47.663993835,-122.305450439
47.676689148,-122.294059753
47.679409027,-122.301200867
47.673065186,-122.291145325
47.68214035,-122.29045105
47.659053802,-122.313186646
47.688091278,-122.301681519
47.663269043,-122.300369263
47.661266327,-122.31313324
47.665645599,-122.309661865
47.674880981,-122.291152954
47.65984726,-122.317741394
47.676689148,-122.294059753
47.685455322,-122.304222107
47.66878891,-122.280799866
47.66053009,-122.288719177
47.661296844,-122.317108154
47.664890289,-122.31137085
47.671985626,-122.310768127
47.656646729,-122.308418274
47.661258698,-122.30973053
47.668994904,-122.313018799
47.667121887,-122.300613403
47.65945816,-122.318267822
47.665660858,-122.311927795
47.674880981,-122.291152954
47.663089752,-122.313102722
47.659053802,-122.313186646
47.66400528,-122.314224243
47.663074493,-122.310829163
47.65668869,-122.319793701
47.692108154,-122.305015564
47.674880981,-122.291152954
47.665687561,-122.317398071
47.666347504,-122.278396606
47.678890228,-122.262229919
47.664012909,-122.315254211
47.690933228,-122.29473114
47.662174225,-122.311981201
47.683948517,-122.310783386
47.662181854,-122.313117981
47.663322449,-122.298408508
47.664581299,-122.283157349
47.683689117,-122.274040222
47.668258667,-122.299560547
47.669254303,-122.299568176
47.675773621,-122.30116272
47.676689148,-122.294059753
47.668258667,-122.299560547
47.660522461,-122.312011719
47.6575737,-122.313224792
47.667785645,-122.281539917
47.680744171,-122.263648987
47.669429779,-122.316291809
47.667987823,-122.300086975
47.673065186,-122.291145325
47.665332794,-122.300712585
47.664905548,-122.314208984
47.650848389,-122.278244019
47.661258698,-122.30973053
47.663089752,-122.313102722
47.65945816,-122.318267822
47.65984726,-122.317741394
47.667987823,-122.300086975
47.669429779,-122.316291809
47.662200928,-122.317451477
47.678890228,-122.262229919
47.683689117,-122.274040222
47.695743561,-122.304771423
47.664905548,-122.314208984
47.662189484,-122.31426239
47.65945816,-122.318267822
47.675395966,-122.315658569
47.665557861,-122.296150208
47.675395966,-122.315658569
47.668598175,-122.320373535
47.663963318,-122.306510925
47.663990021,-122.311950684
47.664920807,-122.315788269
47.662532806,-122.304122925
47.664905548,-122.314208984
47.66488266,-122.310806274
47.683048248,-122.300224304
47.694358826,-122.301513672
47.676689148,-122.294059753
47.695743561,-122.304771423
47.663291931,-122.299530029
47.668994904,-122.313018799
47.663990021,-122.311950684
47.66399765,-122.313087463
47.668258667,-122.299560547
47.661315918,-122.320732117
47.658348083,-122.316085815
47.668258667,-122.299560547
47.66400528,-122.314224243
47.662181854,-122.313117981
47.668258667,-122.299560547
47.668258667,-122.299560547
47.68214035,-122.29045105
47.663967133,-122.309677124
47.657085419,-122.274589539
47.664932251,-122.316871643
47.665557861,-122.296150208
47.690223694,-122.294219971
47.683952332,-122.30078125
47.662166595,-122.305465698
47.666778564,-122.303413391
47.675773621,-122.30116272
47.68214035,-122.29045105
47.663291931,-122.299530029
47.678890228,-122.262229919
47.668258667,-122.299560547
47.660522461,-122.312011719
47.662181854,-122.313117981
47.685764313,-122.300827026
47.663322449,-122.298408508
47.673065186,-122.291145325
47.678890228,-122.262229919
47.665843964,-122.301933289
47.690589905,-122.296043396
47.667987823,-122.300086975
47.666809082,-122.280845642
47.668258667,-122.299560547
47.676689148,-122.294059753
47.692108154,-122.305015564
47.683689117,-122.274040222
47.668598175,-122.320373535
47.669273376,-122.265769958
47.68214035,-122.29045105
47.68214035,-122.29045105
47.665557861,-122.296150208
47.675773621,-122.303817749
47.664932251,-122.316871643
47.670402527,-122.317359924
47.665557861,-122.296150208
47.668258667,-122.299560547
47.65984726,-122.317741394
47.687553406,-122.288490295
47.664913177,-122.314727783
47.678890228,-122.262229919
47.662166595,-122.305465698
47.661315918,-122.320732117
47.66400528,-122.314224243
47.664955139,-122.320701599
47.662155151,-122.307228088
47.664012909,-122.315254211
47.662166595,-122.305465698
47.66400528,-122.314224243
47.671115875,-122.317359924
47.66400528,-122.314224243
47.68214035,-122.29045105
47.690563202,-122.29070282
47.669475555,-122.308570862
47.669475555,-122.308570862
47.664955139,-122.320701599
47.662166595,-122.305465698
47.678501129,-122.298469543
47.68214035,-122.29045105
47.676513672,-122.312538147
47.66400528,-122.314224243
47.660522461,-122.312011719
47.680316925,-122.310951233
47.663322449,-122.298408508
47.690563202,-122.29070282
47.661266327,-122.31313324
47.695674896,-122.294647217
47.68214035,-122.29045105
47.668258667,-122.299560547
47.662063599,-122.289222717
47.683048248,-122.295326233
47.66400528,-122.314224243
47.664012909,-122.315254211
47.66400528,-122.314224243
47.65984726,-122.317741394
47.662166595,-122.305465698
47.66400528,-122.314224243
47.687553406,-122.288490295
47.662166595,-122.310844421
47.668991089,-122.310745239
47.659053802,-122.313186646
47.672580719,-122.316513062
47.68214035,-122.29045105
47.668258667,-122.299560547
47.667602539,-122.286849976
47.669475555,-122.308570862
47.678501129,-122.298469543
47.66399765,-122.313087463
47.683048248,-122.295326233
47.665557861,-122.296150208
47.683979034,-122.314239502
47.662166595,-122.310844421
47.693347931,-122.279983521
47.664367676,-122.30091095
47.694423676,-122.282310486
47.680316925,-122.310951233
47.669258118,-122.300621033
47.664955139,-122.320701599
47.663993835,-122.305450439
47.657604218,-122.315536499
47.662162781,-122.309509277
47.663089752,-122.313102722
47.664955139,-122.320701599
47.671466827,-122.311897278
47.668994904,-122.309425354
47.663108826,-122.315811157
47.66400528,-122.314224243
47.683048248,-122.300224304
47.669441223,-122.313026428
47.666408539,-122.309646606
47.667842865,-122.317375183
47.687553406,-122.288490295
47.667121887,-122.300613403
47.680316925,-122.310951233
47.68214035,-122.29045105
47.667995453,-122.299034119
47.663993835,-122.305450439
47.657604218,-122.315536499
47.66400528,-122.314224243
47.667995453,-122.299034119
47.668258667,-122.299560547
47.670310974,-122.26750946
47.683952332,-122.294799805
47.682319641,-122.316421509
47.68214035,-122.29045105
47.662174225,-122.311981201
47.672355652,-122.276512146
47.667987823,-122.300086975
47.680316925,-122.310951233
47.668552399,-122.314155579
47.676582336,-122.315002441
47.66255188,-122.294113159
47.68214035,-122.29045105
47.664955139,-122.320701599
47.683048248,-122.295326233
47.680885315,-122.284507751
47.680316925,-122.310951233
47.663581848,-122.301734924
47.667995453,-122.299034119
47.657604218,-122.315536499
47.660579681,-122.317726135
47.666439056,-122.316314697
47.66399765,-122.313087463
47.678501129,-122.298469543
47.656932831,-122.27771759
47.667121887,-122.300613403
47.665523529,-122.273178101
47.680854797,-122.31653595
47.655658722,-122.312141418
47.665683746,-122.316322327
47.667995453,-122.299034119
47.66255188,-122.294113159
47.658313751,-122.313209534
47.66400528,-122.314224243
47.66255188,-122.294113159
47.67578125,-122.290275574
47.664012909,-122.315254211
47.65599823,-122.314430237
47.670341492,-122.315193176
47.671070099,-122.299575806
47.657588959,-122.31438446
47.673061371,-122.288017273
47.676197052,-122.263549805
47.670852661,-122.312461853
47.662181854,-122.313117981
47.662181854,-122.313117981
47.665843964,-122.301933289
47.664581299,-122.283157349
47.671489716,-122.318725586
47.6612854,-122.315444946
47.665660858,-122.311927795
47.662155151,-122.307228088
47.665843964,-122.301933289
47.671020508,-122.263473511
47.676269531,-122.266059875
47.670082092,-122.311889648
47.662532806,-122.304122925
47.66601944,-122.301559448
47.664581299,-122.283157349
47.671489716,-122.318725586
47.685768127,-122.3099823
47.670597076,-122.31628418
47.679801941,-122.315643311
47.678501129,-122.298469543
47.664020538,-122.316345215
47.667987823,-122.300086975
47.668544769,-122.312446594
47.672355652,-122.276512146
47.661563873,-122.320724487
47.681892395,-122.317466736
47.664020538,-122.316345215
47.657588959,-122.31438446
47.663082123,-122.311965942
47.697437286,-122.287902832
47.663566589,-122.318389893
47.675281525,-122.304420471
47.673061371,-122.288017273
47.663993835,-122.304130554
47.658405304,-122.275337219
47.68032074,-122.302841187
47.691635132,-122.286659241
47.657588959,-122.31438446
47.667984009,-122.304443359
47.66400528,-122.314224243
47.662155151,-122.307228088
47.668937683,-122.30796051
47.67408371,-122.304420471
47.66399765,-122.313087463
47.694423676,-122.282310486
47.662174225,-122.311981201
47.664020538,-122.316345215
47.66601944,-122.301559448
47.664897919,-122.313072205
47.675807953,-122.315002441
47.668937683,-122.30796051
47.685768127,-122.3099823
47.681533813,-122.296539307
47.66400528,-122.314224243
47.655056,-122.321891785
47.672290802,-122.314918518
47.665687561,-122.317398071
47.674980164,-122.316513062
47.694385529,-122.30556488
47.660533905,-122.313148499
47.663963318,-122.30834198
47.6717453,-122.317359924
47.673656464,-122.31312561
47.663322449,-122.298408508
47.665672302,-122.304534912
47.665672302,-122.304534912
47.662799835,-122.299858093
47.662212372,-122.318405151
47.667995453,-122.299034119
47.663970947,-122.309486389
47.667469025,-122.308288574
47.667987823,-122.300086975
47.661258698,-122.308387756
47.663970947,-122.309486389
47.65707016,-122.275291443
47.657588959,-122.31438446
47.666725159,-122.284805298
47.656009674,-122.315574646
47.663566589,-122.318389893
47.661888123,-122.30090332
47.672428131,-122.31803894
47.677295685,-122.318740845
47.670761108,-122.282165527
47.673339844,-122.318710327
47.667507172,-122.316299438
47.668258667,-122.299560547
47.66375351,-122.290153503
47.669715881,-122.317359924
47.661258698,-122.30973053
47.666034698,-122.319534302
47.68214035,-122.29045105
47.671199799,-122.309059143
47.676197052,-122.263549805
47.659053802,-122.313186646
47.662181854,-122.313117981
47.662189484,-122.31426239
47.683567047,-122.26714325
47.668258667,-122.299560547
47.661563873,-122.320724487
47.658489227,-122.319786072
47.662158966,-122.309700012
47.687362671,-122.274139404
47.663970947,-122.309486389
47.66399765,-122.313087463
47.657588959,-122.31438446
47.672355652,-122.276512146
47.676197052,-122.263549805
47.672580719,-122.316513062
47.674880981,-122.291152954
47.660579681,-122.317726135
47.660533905,-122.313148499
47.663993835,-122.305450439
47.670318604,-122.290214539
47.672355652,-122.276512146
47.664012909,-122.315254211
47.662296295,-122.270637512
47.662181854,-122.313117981
47.663322449,-122.298408508
47.662212372,-122.318405151
47.667797089,-122.268783569
47.664012909,-122.315254211
47.678375244,-122.317398071
47.662166595,-122.310844421
47.685760498,-122.286331177
47.668937683,-122.30796051
47.678890228,-122.262229919
47.663970947,-122.309486389
47.667499542,-122.314170837
47.66601944,-122.301559448
47.67578125,-122.29221344
47.66399765,-122.313087463
47.671237946,-122.295059204
47.672580719,-122.316513062
47.664012909,-122.315254211
47.678890228,-122.262229919
47.66399765,-122.313087463
47.671237946,-122.295059204
47.675807953,-122.315002441
47.662200928,-122.317451477
47.675285339,-122.306518555
47.670082092,-122.311889648
47.670761108,-122.27947998
47.675395966,-122.315658569
47.676197052,-122.263549805
47.66003418,-122.320831299
47.685451508,-122.305397034
47.669685364,-122.309455872
47.662166595,-122.305465698
47.675807953,-122.315002441
47.66400528,-122.314224243
47.6575737,-122.313224792
47.676513672,-122.312538147
47.686676025,-122.293281555
47.674980164,-122.315002441
47.66399765,-122.313087463
47.678375244,-122.317398071
47.670082092,-122.311889648
47.664581299,-122.283157349
47.676197052,-122.263549805
47.662166595,-122.305465698
47.689346313,-122.296035767
47.663993835,-122.305450439
47.669055939,-122.26966095
47.696708679,-122.289222717
47.661258698,-122.30973053
47.675842285,-122.319023132
47.663970947,-122.309486389
47.696708679,-122.289222717
47.667499542,-122.314170837
47.675395966,-122.315658569
47.670326233,-122.280815125
47.662155151,-122.307228088
47.662181854,-122.313117981
47.659801483,-122.313743591
47.687587738,-122.308944702
47.662166595,-122.305465698
47.6575737,-122.313224792
47.68214035,-122.29045105
47.657588959,-122.31438446
47.661266327,-122.31313324
47.656706241,-122.32085015
47.663970947,-122.309486389
47.662166595,-122.305465698
47.659801483,-122.313743591
47.659053802,-122.313186646
47.65668869,-122.319793701
47.662166595,-122.305465698
47.687587738,-122.308944702
47.669467926,-122.258804321
47.669872284,-122.305450439
47.685768127,-122.308906555
47.669914246,-122.304443359
47.687587738,-122.308944702
47.662204742,-122.31652832
47.66255188,-122.294113159
47.66746521,-122.307151794
47.692558289,-122.305610657
47.678508759,-122.290351868
47.691646576,-122.304168701
47.664020538,-122.316345215
47.659069061,-122.314346313
47.668544769,-122.312446594
47.679027557,-122.297416687
47.654987335,-122.27696228
47.692558289,-122.305610657
47.668544769,-122.312446594
47.662166595,-122.305465698
47.667987823,-122.300086975
47.657917023,-122.316665649
47.66601944,-122.301559448
47.670326233,-122.280815125
47.679103851,-122.317405701
47.662166595,-122.305465698
47.680870056,-122.318107605
47.659053802,-122.313186646
47.66746521,-122.307151794
47.660533905,-122.313148499
47.667598724,-122.290184021
47.694423676,-122.282310486
47.674125671,-122.259925842
47.666778564,-122.303413391
47.682151794,-122.311691284
47.664955139,-122.320701599
47.662200928,-122.317451477
47.672355652,-122.276512146
47.674877167,-122.279525757
47.667491913,-122.313034058
47.662181854,-122.313117981
47.683979034,-122.314239502
47.665676117,-122.314201355
47.689506531,-122.293182373
47.66400528,-122.314224243
47.663322449,-122.298408508
47.676197052,-122.263549805
47.675395966,-122.315658569
47.66488266,-122.310806274
47.667987823,-122.300086975
47.670082092,-122.311889648
47.666435242,-122.313049316
47.668544769,-122.312446594
47.662181854,-122.313117981
47.680744171,-122.263648987
47.6575737,-122.313224792
47.662166595,-122.305465698
47.667121887,-122.300613403
47.654987335,-122.27696228
47.666110992,-122.28212738
47.659053802,-122.313186646
47.664955139,-122.320701599
47.659095764,-122.316635132
47.678501129,-122.300643921
47.661273956,-122.314285278
47.669475555,-122.308570862
47.667507172,-122.316299438
47.670082092,-122.311889648
47.658489227,-122.319786072
47.676689148,-122.294059753
47.648994446,-122.304588318
47.663955688,-122.3072052
47.675807953,-122.315002441
47.661266327,-122.312561035
47.660385132,-122.319778442
47.662181854,-122.313117981
47.670326233,-122.280815125
47.664913177,-122.314727783
47.667484283,-122.311897278
47.679103851,-122.317405701
47.660533905,-122.313148499
47.680458069,-122.297538757
47.664012909,-122.315254211
47.683044434,-122.288085938
47.683689117,-122.274040222
47.663566589,-122.318389893
47.662200928,-122.317451477
47.672794342,-122.32006073
47.665676117,-122.314201355
47.659053802,-122.313186646
47.665557861,-122.296150208
47.663990021,-122.311950684
47.662166595,-122.310844421
47.66003418,-122.320831299
47.662166595,-122.310844421
47.663990021,-122.311950684
47.66399765,-122.313087463
47.663955688,-122.3072052
47.667491913,-122.313034058
47.66003418,-122.320831299
47.683021545,-122.269020081
47.66399765,-122.313087463
47.665660858,-122.311927795
47.663990021,-122.311950684
47.663978577,-122.310813904
47.663967133,-122.309677124
47.664012909,-122.315254211
47.687587738,-122.308944702
47.665676117,-122.314201355
47.655056,-122.321891785
47.662166595,-122.305465698
47.658489227,-122.319786072
47.662166595,-122.310844421
47.663993835,-122.305450439
47.683952332,-122.290512085
47.673965454,-122.283538818
47.663993835,-122.305450439
47.675807953,-122.315002441
47.665557861,-122.296150208
47.668518066,-122.294456482
47.663970947,-122.309486389
47.665763855,-122.289054871
47.662166595,-122.310844421
47.666778564,-122.303413391
47.659053802,-122.313186646
47.669475555,-122.308570862
47.664955139,-122.320701599
47.68214035,-122.29045105
47.678501129,-122.277984619
47.662181854,-122.313117981
47.694763184,-122.304641724
47.654987335,-122.27696228
47.66003418,-122.320831299
47.660385132,-122.319778442
47.656848907,-122.314407349
47.659095764,-122.316635132
47.669055939,-122.26966095
47.679008484,-122.268218994
47.683048248,-122.295326233
47.688415527,-122.28326416
47.66003418,-122.320831299
47.678901672,-122.266891479
47.670082092,-122.311889648
47.661266327,-122.31313324
47.668544769,-122.312446594
47.662181854,-122.313117981
47.689403534,-122.307907104
47.662166595,-122.305465698
47.680316925,-122.310951233
47.662197113,-122.315391541
47.662197113,-122.315391541
47.663967133,-122.309677124
47.66399765,-122.313087463
47.660381317,-122.318778992
47.663990021,-122.311950684
47.660385132,-122.319778442
47.660381317,-122.318778992
47.65908432,-122.315498352
47.665676117,-122.314201355
47.660385132,-122.319778442
47.659095764,-122.316635132
47.665676117,-122.314201355
47.660385132,-122.319778442
47.671634674,-122.309631348
47.664012909,-122.315254211
47.65908432,-122.315498352
47.66399765,-122.313087463
47.664012909,-122.315254211
47.676513672,-122.312538147
47.663978577,-122.310813904
47.667484283,-122.311897278
47.667484283,-122.311897278
47.657588959,-122.31438446
47.659042358,-122.269332886
47.669055939,-122.26966095
47.654987335,-122.27696228
47.670082092,-122.311889648
47.66003418,-122.320831299
47.659801483,-122.313743591
47.661266327,-122.312561035
47.665557861,-122.296150208
47.683952332,-122.294799805
47.667484283,-122.311897278
47.671489716,-122.318725586
47.658489227,-122.320838928
47.692108154,-122.305015564
47.675777435,-122.303276062
47.683044434,-122.290481567
47.683952332,-122.290512085
47.670082092,-122.311889648
47.667484283,-122.311897278
47.661315918,-122.320732117
47.661266327,-122.312561035
47.666442871,-122.315765381
47.656887054,-122.317825317
47.66941452,-122.304672241
47.673576355,-122.26121521
47.657917023,-122.316665649
47.657588959,-122.31438446
47.658325195,-122.314361572
47.655056,-122.321891785
47.692394257,-122.297393799
47.66399765,-122.313087463
47.662063599,-122.285797119
47.669055939,-122.26966095
47.687526703,-122.28314209
47.669055939,-122.26966095
47.686676025,-122.307853699
47.686676025,-122.307853699
47.670345306,-122.314163208
47.672355652,-122.276512146
47.664875031,-122.30947876
47.672580719,-122.316513062
47.663082123,-122.311965942
47.668144226,-122.30291748
47.677646637,-122.317390442
47.668998718,-122.314155579
47.665332794,-122.300712585
47.660385132,-122.319778442
47.672878265,-122.315658569
47.682273865,-122.282234192
47.66003418,-122.320831299
47.662166595,-122.305465698
47.669055939,-122.26966095
47.663970947,-122.309486389
47.659053802,-122.313186646
47.668144226,-122.30291748
47.676513672,-122.312538147
47.668544769,-122.312446594
47.676143646,-122.311935425
47.676513672,-122.312538147
47.664913177,-122.314727783
47.668144226,-122.30291748
47.664897919,-122.313072205
47.665679932,-122.315231323
47.662166595,-122.310844421
47.674980164,-122.316513062
47.668998718,-122.314155579
47.672355652,-122.276512146
47.668544769,-122.312446594
47.669055939,-122.26966095
47.674980164,-122.316513062
47.668144226,-122.30291748
47.663990021,-122.311950684
47.664012909,-122.315254211
47.66399765,-122.313087463
47.667491913,-122.313034058
47.66399765,-122.313087463
47.662166595,-122.310844421
47.660385132,-122.319778442
47.662166595,-122.310844421
47.663955688,-122.3072052
47.663990021,-122.311950684
47.66399765,-122.313087463
47.663990021,-122.311950684
47.663990021,-122.311950684
47.660381317,-122.318778992
47.65668869,-122.319793701
47.664012909,-122.315254211
47.659095764,-122.316635132
47.662166595,-122.310844421
47.66003418,-122.320831299
47.662189484,-122.31426239
47.67578125,-122.311393738
47.680335999,-122.308807373
47.675777435,-122.304794312
47.674274445,-122.301704407
47.669055939,-122.26966095
47.659454346,-122.317756653
47.685768127,-122.3099823
47.675807953,-122.315002441
47.665557861,-122.296150208
47.667491913,-122.313034058
47.666034698,-122.319534302
47.667484283,-122.311897278
47.66746521,-122.307151794
47.686061859,-122.314254761
47.666778564,-122.303413391
47.670345306,-122.314163208
47.672355652,-122.276512146
47.672355652,-122.276512146
47.670345306,-122.314163208
47.662181854,-122.313117981
47.663322449,-122.298408508
47.662174225,-122.311981201
47.668544769,-122.312446594
47.661514282,-122.313270569
47.676708221,-122.306541443
47.680324554,-122.292549133
47.657588959,-122.31438446
47.662158966,-122.309700012
47.667491913,-122.313034058
47.658325195,-122.314361572
47.685768127,-122.3099823
47.664875031,-122.30947876
47.690563202,-122.29070282
47.685428619,-122.264724731
47.667797089,-122.268783569
47.656860352,-122.315559387
47.679027557,-122.297416687
47.676528931,-122.314353943
47.679431915,-122.313812256
47.67150116,-122.320556641
47.678504944,-122.293060303
47.68819046,-122.302864075
47.660385132,-122.319778442
47.665691376,-122.280052185
47.662181854,-122.313117981
47.664012909,-122.315254211
47.661888123,-122.30090332
47.66255188,-122.294113159
47.676692963,-122.290298462
47.662532806,-122.290977478
47.661888123,-122.30090332
47.667491913,-122.313034058
47.661289215,-122.316009521
47.674880981,-122.291152954
47.675777435,-122.303276062
47.664012909,-122.315254211
47.670597076,-122.31628418
47.674282074,-122.308753967
47.674880981,-122.291152954
47.673049927,-122.296424866
47.665557861,-122.296150208
47.661514282,-122.313270569
47.661888123,-122.30090332
47.662181854,-122.313117981
47.662162781,-122.309509277
47.663955688,-122.3072052
47.68214035,-122.29045105
47.674880981,-122.291152954
47.658489227,-122.320838928
47.673049927,-122.296424866
47.683952332,-122.290512085
47.661251068,-122.30090332
47.688564301,-122.279914856
47.665679932,-122.315231323
47.663955688,-122.3072052
47.669872284,-122.305450439
47.663970947,-122.309486389
47.665557861,-122.296150208
47.667491913,-122.313034058
47.662162781,-122.309509277
47.689167023,-122.305686951
47.664012909,-122.315254211
47.668239594,-122.27495575
47.668258667,-122.299560547
47.694763184,-122.304641724
47.680744171,-122.263648987
47.661315918,-122.320732117
47.672290802,-122.314918518
47.697547913,-122.302864075
47.692993164,-122.299842834
47.667121887,-122.300613403
47.678890228,-122.262229919
47.661258698,-122.31199646
47.657604218,-122.315536499
47.663963318,-122.30834198
47.671070099,-122.298522949
47.669055939,-122.26966095
47.662181854,-122.313117981
47.669055939,-122.26966095
47.662158966,-122.308364868
47.690914154,-122.2866745
47.662155151,-122.307228088
47.667491913,-122.313034058
47.663993835,-122.305450439
47.65668869,-122.319793701
47.673061371,-122.297477722
47.664878845,-122.310241699
47.673961639,-122.300643921
47.676696777,-122.302764893
47.657604218,-122.315536499
47.66941452,-122.286865234
47.660579681,-122.280380249
47.673065186,-122.291145325
47.662166595,-122.305465698
47.662181854,-122.313117981
47.665557861,-122.296150208
47.658489227,-122.320838928
47.66003418,-122.320831299
47.667491913,-122.313034058
47.662162781,-122.309509277
47.656833649,-122.313247681
47.65668869,-122.319793701
47.690914154,-122.2866745
47.661258698,-122.308387756
47.680324554,-122.292549133
47.690563202,-122.29070282
47.689395905,-122.30683136
47.682121277,-122.263671875
47.658485413,-122.31879425
47.66400528,-122.314224243
47.661266327,-122.31313324
47.66400528,-122.314224243
47.683937073,-122.2862854
47.681537628,-122.31602478
47.664012909,-122.315254211
47.692367554,-122.292022705
47.662841797,-122.297653198
47.667484283,-122.311897278
47.658313751,-122.313209534
47.677619934,-122.303321838
47.663963318,-122.30834198
47.682273865,-122.282234192
47.672481537,-122.267601013
47.674621582,-122.312522888
47.664859772,-122.307189941
47.68214035,-122.291526794
47.671115875,-122.317359924
47.655265808,-122.276298523
47.663993835,-122.305450439
47.654403687,-122.276191711
47.692394257,-122.297393799
47.674873352,-122.296424866
47.663063049,-122.309501648
47.66897583,-122.317359924
47.667476654,-122.309631348
47.661514282,-122.313270569
47.663993835,-122.305450439
47.661327362,-122.321899414
47.692012787,-122.290664673
47.683952332,-122.288398743
47.662166595,-122.305465698
47.663108826,-122.315811157
47.664012909,-122.315254211
47.685768127,-122.292709351
47.667491913,-122.313034058
47.687568665,-122.298194885
47.66608429,-122.30342865
47.662158966,-122.308364868
47.663063049,-122.309501648
47.66399765,-122.313087463
47.672145844,-122.300636292
47.66399765,-122.313087463
47.663963318,-122.30834198
47.674880981,-122.291152954
47.66399765,-122.313087463
47.689403534,-122.307907104
47.686775208,-122.265220642
47.671489716,-122.318725586
47.662181854,-122.313117981
47.673015594,-122.30381012
47.674980164,-122.316513062
47.692100525,-122.303733826
47.663993835,-122.304130554
47.668991089,-122.310745239
47.667598724,-122.290184021
47.659042358,-122.312049866
47.672580719,-122.316513062
47.694801331,-122.300132751
47.664913177,-122.314727783
47.690563202,-122.29070282
47.663066864,-122.310256958
47.662181854,-122.313117981
47.692108154,-122.305015564
47.676708221,-122.306541443
47.673057556,-122.298530579
47.682136536,-122.301811218
47.662204742,-122.31652832
47.685768127,-122.292709351
47.697418213,-122.28527832
47.670082092,-122.311889648
47.649585724,-122.277236938
47.659053802,-122.313186646
47.683952332,-122.29158783
47.671489716,-122.318725586
47.674282074,-122.308753967
47.659053802,-122.313186646
47.681705475,-122.288398743
47.675823212,-122.316513062
47.670082092,-122.311889648
47.658321381,-122.313781738
47.670349121,-122.296211243
47.657588959,-122.31438446
47.671489716,-122.318725586
47.682926178,-122.26449585
47.679393768,-122.27230072
47.669055939,-122.26966095
47.692012787,-122.290664673
47.662200928,-122.317451477
47.669254303,-122.29851532
47.668544769,-122.313018799
47.687568665,-122.298194885
47.667003632,-122.304405212
47.675777435,-122.303276062
47.680744171,-122.263648987
47.68214035,-122.29045105
47.678890228,-122.262229919
47.675403595,-122.317359924
47.658321381,-122.313781738
47.674980164,-122.316513062
47.665668488,-122.313064575
47.664913177,-122.314727783
47.689403534,-122.307907104
47.661888123,-122.30090332
47.66746521,-122.307151794
47.662204742,-122.31652832
47.674980164,-122.316513062
47.671489716,-122.318725586
47.663993835,-122.305450439
47.667751312,-122.267524719
47.656826019,-122.31880188
47.661315918,-122.320732117
47.669055939,-122.26966095
47.664955139,-122.320701599
47.66859436,-122.320106506
47.682308197,-122.315330505
47.664012909,-122.315254211
47.664878845,-122.310241699
47.674980164,-122.316513062
47.663581848,-122.301734924
47.671489716,-122.318725586
47.662181854,-122.313117981
47.658321381,-122.313781738
47.664897919,-122.313072205
47.674282074,-122.308753967
47.662181854,-122.313117981
47.691932678,-122.301490784
47.659805298,-122.314323425
47.674880981,-122.297485352
47.675777435,-122.303276062
47.674980164,-122.316513062
47.679489136,-122.319358826
47.668937683,-122.30796051
47.658321381,-122.313781738
47.665653229,-122.310791016
47.679450989,-122.315666199
47.66399765,-122.313087463
47.663124084,-122.318397522
47.663990021,-122.311950684
47.665557861,-122.296150208
47.665790558,-122.272094727
47.687362671,-122.274139404
47.675777435,-122.303276062
47.665683746,-122.316322327
47.664897919,-122.313072205
47.681869507,-122.298576355
47.659053802,-122.313186646
47.669048309,-122.303848267
47.662185669,-122.275817871
47.667842865,-122.317375183
47.692394257,-122.297393799
47.674877167,-122.295372009
47.659832001,-122.287719727
47.678504944,-122.310913086
47.664012909,-122.315254211
47.659507751,-122.289260864
47.665679932,-122.315231323
47.669055939,-122.26966095
47.662181854,-122.313117981
47.674636841,-122.263526917
47.674575806,-122.318702698
47.663990021,-122.311950684
47.668544769,-122.312446594
47.671489716,-122.318725586
47.674156189,-122.315658569
47.662181854,-122.313117981
47.66305542,-122.307785034
47.664955139,-122.320701599
