latitude,longitude
47.664028168,-122.31741333
47.679450989,-122.315666199
47.657268524,-122.271728516
47.660385132,-122.319778442
47.67937088,-122.265319824
47.686683655,-122.312759399
47.683048248,-122.291557312
47.654525757,-122.320335388
47.681720734,-122.26701355
47.692108154,-122.305015564
47.66488266,-122.310806274
47.665557861,-122.296150208
47.657604218,-122.315536499
47.661289215,-122.316009521
47.666034698,-122.319534302
47.672149658,-122.284194946
47.665557861,-122.296150208
47.676696777,-122.309806824
47.669311523,-122.318717957
47.692108154,-122.305015564
47.665683746,-122.316322327
47.679450989,-122.315666199
47.662181854,-122.313117981
47.659793854,-122.313171387
47.660385132,-122.319778442
47.676692963,-122.290298462
47.666110992,-122.28212738
47.692108154,-122.305015564
47.6808815,-122.319831848
47.657604218,-122.315536499
47.66399765,-122.313087463
47.66878891,-122.280799866
47.659053802,-122.313186646
47.659053802,-122.313186646
47.655860901,-122.285354614
47.664512634,-122.320709229
47.680519104,-122.317436218
47.680149078,-122.283920288
47.663993835,-122.304130554
47.667858124,-122.319519043
47.667514801,-122.30191803
47.654525757,-122.320335388
47.658912659,-122.317764282
47.692108154,-122.305015564
47.66878891,-122.280799866
47.672149658,-122.284194946
47.67489624,-122.298545837
47.696620941,-122.30014801
47.667858124,-122.319519043
47.650848389,-122.278244019
47.659053802,-122.313186646
47.692108154,-122.305015564
47.664012909,-122.315254211
47.664581299,-122.283157349
47.676193237,-122.317367554
47.685768127,-122.290565491
47.663345337,-122.297309875
47.675395966,-122.315658569
47.663345337,-122.297309875
47.673961639,-122.300643921
47.661563873,-122.320724487
47.66399765,-122.313087463
47.66917038,-122.274909973
47.662166595,-122.305465698
47.662223816,-122.31955719
47.663993835,-122.304130554
47.67937088,-122.265319824
47.680149078,-122.283920288
47.657268524,-122.271728516
47.675392151,-122.314346313
47.686485291,-122.302459717
47.692108154,-122.305015564
47.662181854,-122.313117981
47.664581299,-122.283157349
47.692108154,-122.305015564
47.670349121,-122.296211243
47.695896149,-122.276489258
47.662155151,-122.307228088
47.672149658,-122.284194946
47.662166595,-122.305465698
47.663322449,-122.298408508
47.674877167,-122.284896851
47.649120331,-122.277542114
47.695713043,-122.300140381
47.678489685,-122.272949219
47.668518066,-122.294456482
47.659095764,-122.316635132
47.657604218,-122.315536499
47.661560059,-122.304763794
47.663566589,-122.318389893
47.660381317,-122.318778992
47.664897919,-122.312507629
47.664482117,-122.293930054
47.663566589,-122.318389893
47.660381317,-122.318778992
47.657268524,-122.271728516
47.678890228,-122.262229919
47.676197052,-122.263549805
47.662181854,-122.313117981
47.68214035,-122.29045105
47.664897919,-122.312507629
47.67937088,-122.265319824
47.665557861,-122.296150208
47.691287994,-122.290687561
47.669311523,-122.318717957
47.681720734,-122.26701355
47.665683746,-122.316322327
47.66399765,-122.313087463
47.657588959,-122.31438446
47.692108154,-122.305015564
47.659801483,-122.313743591
47.661258698,-122.30973053
47.664237976,-122.289237976
47.66399765,-122.313087463
47.667514801,-122.30191803
47.664928436,-122.316337585
47.680324554,-122.290405273
47.675762177,-122.272216797
47.685451508,-122.305397034
47.692108154,-122.305015564
47.657268524,-122.271728516
47.66003418,-122.320831299
47.667507172,-122.316299438
47.662158966,-122.308364868
47.670158386,-122.30796051
47.65719986,-122.317810059
47.674884796,-122.290260315
47.67578125,-122.308181763
47.674934387,-122.261421204
47.672149658,-122.284194946
47.663345337,-122.297309875
47.66003418,-122.320831299
47.667499542,-122.314170837
47.685428619,-122.264724731
47.681236267,-122.309364319
47.664367676,-122.30091095
47.665668488,-122.313064575
47.662158966,-122.308364868
47.665683746,-122.316322327
47.65908432,-122.315498352
47.667221069,-122.305503845
47.660381317,-122.318778992
47.664897919,-122.312507629
47.676681519,-122.297355652
47.657268524,-122.271728516
47.665557861,-122.296150208
47.696628571,-122.290557861
47.665557861,-122.296150208
47.665660858,-122.311927795
47.661315918,-122.320251465
47.659801483,-122.313743591
47.673065186,-122.292198181
47.665790558,-122.286834717
47.691635132,-122.286659241
47.658370972,-122.317779541
47.664012909,-122.315254211
47.661258698,-122.308944702
47.657516479,-122.319290161
47.681617737,-122.265853882
47.681892395,-122.317466736
47.655056,-122.321891785
47.668540955,-122.309417725
47.657268524,-122.271728516
47.664012909,-122.315254211
47.657516479,-122.319290161
47.664897919,-122.313072205
47.66399765,-122.313087463
47.663322449,-122.298408508
47.679447174,-122.315040588
47.681617737,-122.265853882
47.663322449,-122.298408508
47.660381317,-122.318778992
47.664897919,-122.312507629
47.657268524,-122.271728516
47.674568176,-122.314338684
47.692108154,-122.305015564
47.655056,-122.321891785
47.665557861,-122.296150208
47.664028168,-122.31741333
47.681617737,-122.265853882
47.676696777,-122.309806824
47.660533905,-122.313148499
47.663322449,-122.298408508
47.65965271,-122.317749023
47.667480469,-122.310760498
47.659832001,-122.287719727
47.664897919,-122.312507629
47.679447174,-122.315040588
47.657588959,-122.31438446
47.692108154,-122.305015564
47.6784935,-122.274276733
47.665557861,-122.296150208
47.650882721,-122.312950134
47.671504974,-122.312660217
47.689369202,-122.309524536
47.678489685,-122.272949219
47.681617737,-122.265853882
47.655056,-122.321891785
47.655422211,-122.281181335
47.650882721,-122.312950134
47.679447174,-122.315040588
47.676143646,-122.311935425
47.666305542,-122.276023865
47.676700592,-122.303833008
47.661289215,-122.316009521
47.664897919,-122.312507629
47.662181854,-122.313117981
47.66399765,-122.313087463
47.677646637,-122.317390442
47.655422211,-122.281181335
47.66399765,-122.313087463
47.664012909,-122.315254211
47.667514801,-122.30191803
47.662158966,-122.308364868
47.692108154,-122.305015564
47.675849915,-122.320053101
47.663978577,-122.310813904
47.662063599,-122.285797119
47.659095764,-122.316635132
47.667507172,-122.316299438
47.649616241,-122.276062012
47.674160004,-122.318031311
47.683937073,-122.2862854
47.663978577,-122.310813904
47.649616241,-122.276062012
47.65945816,-122.318267822
47.649616241,-122.276062012
47.674160004,-122.318031311
47.66897583,-122.317359924
47.674476624,-122.31312561
47.674476624,-122.31312561
47.66859436,-122.31980896
47.662166595,-122.305465698
47.661289215,-122.316009521
47.694526672,-122.287322998
47.662166595,-122.310844421
47.66400528,-122.314224243
47.663089752,-122.313102722
47.675849915,-122.320053101
47.668483734,-122.264709473
47.66878891,-122.280799866
47.657588959,-122.31438446
47.660533905,-122.313148499
47.65908432,-122.315498352
47.66399765,-122.313087463
47.668483734,-122.264709473
47.694526672,-122.287322998
47.664012909,-122.315254211
47.662158966,-122.308364868
47.674568176,-122.314338684
47.663967133,-122.309677124
47.653656006,-122.318115234
47.694526672,-122.287322998
47.669208527,-122.263442993
47.688976288,-122.289451599
47.677295685,-122.318740845
47.678504944,-122.296348572
47.665626526,-122.307182312
47.694747925,-122.291969299
47.658718109,-122.271835327
47.670158386,-122.30796051
47.662841797,-122.297653198
47.671195984,-122.280822754
47.678504944,-122.296348572
47.667507172,-122.316299438
47.662841797,-122.297653198
47.667514801,-122.30191803
47.674125671,-122.259925842
47.653656006,-122.318115234
47.657520294,-122.320320129
47.660533905,-122.313148499
47.681720734,-122.26701355
47.664875031,-122.290168762
47.660533905,-122.313148499
47.689369202,-122.309524536
47.663978577,-122.310813904
47.65908432,-122.315498352
47.692108154,-122.305015564
47.662841797,-122.297653198
47.663990021,-122.2837677
47.667484283,-122.311897278
47.663967133,-122.309677124
47.694526672,-122.287322998
47.669208527,-122.263442993
47.658489227,-122.320838928
47.655422211,-122.281181335
47.677108765,-122.267715454
47.665645599,-122.309661865
47.664875031,-122.290168762
47.66399765,-122.313087463
47.667507172,-122.316299438
47.678489685,-122.272949219
47.664028168,-122.31741333
47.674167633,-122.319381714
47.694526672,-122.287322998
47.696582794,-122.294639587
47.664020538,-122.316345215
47.665557861,-122.296150208
47.665660858,-122.311927795
47.673252106,-122.277633667
47.662181854,-122.313117981
47.663978577,-122.310813904
47.665641785,-122.309463501
47.659454346,-122.318786621
47.663993835,-122.305450439
47.657588959,-122.31438446
47.681617737,-122.265853882
47.675273895,-122.311927795
47.659160614,-122.280387878
47.654827118,-122.282112122
47.688522339,-122.303688049
47.678890228,-122.262229919
47.659095764,-122.316635132
47.655422211,-122.281181335
47.693477631,-122.305473328
47.683048248,-122.301300049
47.663978577,-122.310813904
47.682136536,-122.286430359
47.673744202,-122.317359924
47.664012909,-122.315254211
47.659801483,-122.313743591
47.66399765,-122.313087463
47.664897919,-122.312507629
47.664028168,-122.31741333
47.663089752,-122.313102722
47.694526672,-122.287322998
47.693744659,-122.273757935
47.661888123,-122.30090332
47.659805298,-122.314323425
47.657588959,-122.31438446
47.67937088,-122.265319824
47.690563202,-122.29070282
47.653656006,-122.318115234
47.688976288,-122.289451599
47.683952332,-122.294799805
47.673065186,-122.289131165
47.667503357,-122.315200806
47.649616241,-122.276062012
47.683044434,-122.312080383
47.661289215,-122.316009521
47.665557861,-122.296150208
47.693008423,-122.303459167
47.659053802,-122.313186646
47.680744171,-122.263648987
47.667484283,-122.311897278
47.662181854,-122.313117981
47.661258698,-122.307815552
47.657520294,-122.321884155
47.667819977,-122.304191589
47.687580109,-122.306793213
47.674160004,-122.318031311
47.661258698,-122.307815552
47.661315918,-122.320251465
47.668571472,-122.316291809
47.667499542,-122.314170837
47.665683746,-122.316322327
47.663978577,-122.310813904
47.67937088,-122.265319824
47.662189484,-122.31426239
47.67578125,-122.308181763
47.663089752,-122.313102722
47.661888123,-122.30090332
47.66399765,-122.313087463
47.667507172,-122.316299438
47.674160004,-122.318031311
47.661289215,-122.316009521
47.66941452,-122.289093018
47.649616241,-122.276062012
47.659832001,-122.287719727
47.665332794,-122.300712585
47.661258698,-122.307815552
47.674160004,-122.318031311
47.66400528,-122.314224243
47.676708221,-122.288955688
47.681213379,-122.311668396
47.673065186,-122.292198181
47.655670166,-122.313278198
47.695896149,-122.276489258
47.665683746,-122.316322327
47.665679932,-122.315231323
47.667507172,-122.316299438
47.680500031,-122.315628052
47.661888123,-122.30090332
47.672149658,-122.284194946
47.66003418,-122.320831299
47.674274445,-122.30381012
47.663978577,-122.310813904
47.673961639,-122.300643921
47.688976288,-122.289451599
47.667499542,-122.314170837
47.66255188,-122.294113159
47.677295685,-122.318740845
47.685768127,-122.3099823
47.676521301,-122.313743591
47.661888123,-122.30090332
47.6612854,-122.276237488
47.683048248,-122.295326233
47.667507172,-122.316299438
47.663089752,-122.313102722
47.66399765,-122.313087463
47.663963318,-122.306510925
47.663074493,-122.304962158
47.662155151,-122.307228088
47.682136536,-122.302886963
47.692089081,-122.302391052
47.678504944,-122.296348572
47.66399765,-122.313087463
47.681552887,-122.317459106
47.664901733,-122.30443573
47.662174225,-122.311981201
47.675796509,-122.259811401
47.671199799,-122.309059143
47.664901733,-122.30443573
47.667507172,-122.316299438
47.663089752,-122.313102722
47.692089081,-122.302391052
47.654827118,-122.282112122
47.681552887,-122.317459106
47.661888123,-122.30090332
47.683048248,-122.295326233
47.680149078,-122.283920288
47.663566589,-122.318389893
47.664897919,-122.312507629
47.657268524,-122.271728516
47.678504944,-122.296348572
47.654827118,-122.282112122
47.688976288,-122.289451599
47.66400528,-122.314224243
47.66399765,-122.313087463
47.675842285,-122.319023132
47.667858124,-122.319519043
47.660381317,-122.318778992
47.680335999,-122.308807373
47.660533905,-122.313148499
47.678504944,-122.296348572
47.665683746,-122.316322327
47.688976288,-122.289451599
47.667507172,-122.316299438
47.65965271,-122.317749023
47.655056,-122.321891785
47.662166595,-122.310844421
47.663978577,-122.310813904
47.687545776,-122.286369324
47.673961639,-122.300643921
47.665683746,-122.316322327
47.66003418,-122.320831299
47.657604218,-122.315536499
47.665557861,-122.296150208
47.679103851,-122.317405701
47.662181854,-122.313117981
47.674129486,-122.306518555
47.66399765,-122.313087463
47.680118561,-122.28288269
47.667499542,-122.314170837
47.667507172,-122.316299438
47.673332214,-122.317367554
47.678375244,-122.317398071
47.66400528,-122.314224243
47.661266327,-122.31313324
47.65945816,-122.318267822
47.674980164,-122.316513062
47.662155151,-122.307228088
47.685768127,-122.307830811
47.675849915,-122.319694519
47.678504944,-122.296348572
47.682128906,-122.261009216
47.682128906,-122.261009216
47.663074493,-122.304962158
47.678375244,-122.317398071
47.662166595,-122.306526184
47.676197052,-122.263549805
47.673332214,-122.317367554
47.66400528,-122.314224243
47.678504944,-122.296348572
47.662193298,-122.27835083
47.662181854,-122.313117981
47.675842285,-122.319023132
47.65945816,-122.318267822
47.663074493,-122.304962158
47.661888123,-122.30090332
47.665683746,-122.316322327
47.661888123,-122.30090332
47.675762177,-122.272216797
47.675849915,-122.319694519
47.665332794,-122.300712585
47.673961639,-122.300643921
47.683048248,-122.295326233
47.692333221,-122.281478882
47.66255188,-122.294113159
47.681617737,-122.265853882
47.663322449,-122.298408508
47.661258698,-122.307815552
47.649616241,-122.276062012
47.667999268,-122.303588867
47.666309357,-122.32069397
47.665653229,-122.310791016
47.662181854,-122.313117981
47.661315918,-122.320251465
47.677646637,-122.317390442
47.674129486,-122.306518555
47.665557861,-122.296150208
47.687545776,-122.286369324
47.662166595,-122.310844421
47.663368225,-122.284416199
47.675773621,-122.302207947
47.665332794,-122.300712585
47.66400528,-122.314224243
47.665557861,-122.296150208
47.67301178,-122.305465698
47.664897919,-122.312507629
47.67408371,-122.304420471
47.661529541,-122.289680481
47.661888123,-122.30090332
47.681236267,-122.309364319
47.662532806,-122.304122925
47.667514801,-122.30191803
47.677814484,-122.311973572
47.675849915,-122.320053101
47.685634613,-122.266212463
47.677646637,-122.317390442
47.659053802,-122.313186646
47.660533905,-122.313148499
47.674980164,-122.316513062
47.660533905,-122.313148499
47.662204742,-122.31652832
47.656574249,-122.285629272
47.662166595,-122.305465698
47.688026428,-122.294975281
47.662532806,-122.304122925
47.675735474,-122.267021179
47.662204742,-122.31652832
47.674980164,-122.316513062
47.662204742,-122.31652832
47.662166595,-122.305465698
47.657917023,-122.316665649
47.663322449,-122.298408508
47.667961121,-122.301887512
47.672088623,-122.260231018
47.667484283,-122.311897278
47.662166595,-122.310844421
47.649616241,-122.276062012
47.670158386,-122.30796051
47.66897583,-122.317359924
47.664012909,-122.315254211
47.664012909,-122.315254211
47.668991089,-122.310745239
47.678489685,-122.272949219
47.676197052,-122.263549805
47.662166595,-122.306526184
47.668567657,-122.315734863
47.659053802,-122.313186646
47.662181854,-122.313117981
47.649616241,-122.276062012
47.687076569,-122.290611267
47.67874527,-122.316551208
47.660385132,-122.319778442
47.692108154,-122.305015564
47.674980164,-122.316513062
47.664901733,-122.30443573
47.655056,-122.321891785
47.667484283,-122.311897278
47.664581299,-122.283157349
47.66255188,-122.294113159
47.66399765,-122.313087463
47.664028168,-122.31741333
47.681617737,-122.265853882
47.662204742,-122.31652832
47.670215607,-122.313026428
47.665668488,-122.313064575
47.66400528,-122.314224243
47.674575806,-122.318702698
47.676689148,-122.277931213
47.659820557,-122.315483093
47.665634155,-122.308311462
47.662181854,-122.313117981
47.683952332,-122.292663574
47.673961639,-122.300643921
47.664932251,-122.316871643
47.663074493,-122.304962158
47.674873352,-122.296424866
47.677631378,-122.306564331
47.670215607,-122.313026428
47.682926178,-122.26449585
47.666034698,-122.319534302
47.693031311,-122.275299072
47.667484283,-122.311897278
47.661296844,-122.317108154
47.657520294,-122.320320129
47.66399765,-122.313087463
47.674873352,-122.296424866
47.662181854,-122.313117981
47.67527771,-122.30871582
47.671115875,-122.317359924
47.661888123,-122.30090332
47.675842285,-122.319023132
47.681617737,-122.265853882
47.664913177,-122.314727783
47.657604218,-122.315536499
47.678501129,-122.300643921
47.675395966,-122.315658569
47.66488266,-122.310806274
47.678035736,-122.313835144
47.69569397,-122.297363281
47.672744751,-122.314254761
47.683952332,-122.308876038
47.674873352,-122.296424866
47.662200928,-122.317451477
47.661888123,-122.30090332
47.667484283,-122.311897278
47.674873352,-122.296424866
47.664913177,-122.314727783
47.667488098,-122.298500061
47.657604218,-122.315536499
47.66399765,-122.313087463
47.682655334,-122.27973938
47.674877167,-122.294319153
47.683952332,-122.292663574
47.696609497,-122.29876709
47.660552979,-122.315460205
47.664012909,-122.315254211
47.681892395,-122.317466736
47.662200928,-122.317451477
47.651138306,-122.277137756
47.650062561,-122.304397583
47.674880981,-122.288040161
47.685768127,-122.307830811
47.655670166,-122.313278198
47.666408539,-122.309646606
47.68214035,-122.29045105
47.663825989,-122.293106079
47.689395905,-122.30683136
47.672149658,-122.284194946
47.661888123,-122.30090332
47.655670166,-122.313278198
47.6784935,-122.274276733
47.683036804,-122.278106689
47.66399765,-122.313087463
47.664012909,-122.315254211
47.689395905,-122.30683136
47.66399765,-122.313087463
47.682926178,-122.26449585
47.650848389,-122.278244019
47.676689148,-122.287063599
47.668483734,-122.264709473
47.659790039,-122.312599182
47.66488266,-122.310806274
47.659053802,-122.313186646
47.675395966,-122.315658569
47.668006897,-122.306488037
47.664028168,-122.31741333
47.668571472,-122.316291809
47.662841797,-122.297653198
47.662166595,-122.305465698
47.683994293,-122.315292358
47.683952332,-122.308876038
47.662162781,-122.309509277
47.694526672,-122.287322998
47.681617737,-122.265853882
47.665672302,-122.304534912
47.666034698,-122.319534302
47.656574249,-122.285629272
47.671195984,-122.280822754
47.665634155,-122.308311462
47.664932251,-122.316871643
47.66399765,-122.313087463
47.662181854,-122.313117981
47.692089081,-122.302391052
47.678504944,-122.296348572
47.654827118,-122.282112122
47.678035736,-122.313835144
47.678752899,-122.318733215
47.674873352,-122.296424866
47.662158966,-122.308364868
47.664188385,-122.286972046
47.661804199,-122.303993225
47.66488266,-122.310806274
47.659053802,-122.313186646
47.66399765,-122.313087463
47.662166595,-122.305465698
47.663074493,-122.304962158
47.66399765,-122.313087463
47.662181854,-122.313117981
47.675842285,-122.319023132
47.665557861,-122.296150208
47.663322449,-122.298408508
47.665523529,-122.274078369
47.663322449,-122.298408508
47.681533813,-122.296539307
47.683044434,-122.306694031
47.66878891,-122.280799866
47.675395966,-122.315658569
47.666408539,-122.309646606
47.661888123,-122.30090332
47.676692963,-122.310874939
47.687545776,-122.286369324
47.66942215,-122.29385376
47.673961639,-122.300643921
47.66488266,-122.310806274
47.662200928,-122.317451477
47.667488098,-122.298500061
47.664901733,-122.30443573
47.66003418,-122.320831299
47.667121887,-122.300613403
47.656482697,-122.279388428
47.662181854,-122.313117981
47.664936066,-122.317405701
47.66399765,-122.313087463
47.672145844,-122.293251038
47.660533905,-122.313148499
47.667114258,-122.318412781
47.65984726,-122.317741394
47.670570374,-122.272521973
47.66897583,-122.317359924
47.66003418,-122.320831299
47.668590546,-122.319519043
47.683952332,-122.308876038
47.664875031,-122.290168762
47.678707123,-122.313850403
47.676578522,-122.315673828
47.689403534,-122.307907104
47.680744171,-122.263648987
47.680324554,-122.291473389
47.660533905,-122.313148499
47.675762177,-122.272216797
47.678508759,-122.290351868
47.675849915,-122.320053101
47.676692963,-122.310874939
47.658313751,-122.313209534
47.670082092,-122.311889648
47.683952332,-122.308876038
47.66003418,-122.320831299
47.665225983,-122.320701599
47.672130585,-122.272125244
47.657520294,-122.320320129
47.662063599,-122.285797119
47.666931152,-122.315063477
47.684890747,-122.314727783
47.664890289,-122.31137085
47.658485413,-122.31879425
47.657520294,-122.320320129
47.689167023,-122.3045578
47.663322449,-122.298408508
47.689395905,-122.30683136
47.66003418,-122.320831299
47.682136536,-122.286430359
47.664482117,-122.293930054
47.666305542,-122.276023865
47.670082092,-122.311889648
47.662166595,-122.310844421
47.66003418,-122.320831299
47.691287994,-122.290687561
47.672130585,-122.272125244
47.668251038,-122.300621033
47.66897583,-122.317359924
47.680324554,-122.291473389
47.66003418,-122.320831299
47.680324554,-122.291473389
47.685768127,-122.291641235
47.662063599,-122.285797119
47.664890289,-122.31137085
47.657520294,-122.320320129
47.680324554,-122.309875488
47.690299988,-122.306282043
47.66488266,-122.310806274
47.683044434,-122.306694031
47.674160004,-122.318031311
47.667507172,-122.316299438
47.657520294,-122.320320129
47.662181854,-122.313117981
47.662200928,-122.317451477
47.649616241,-122.276062012
47.681617737,-122.265853882
47.674873352,-122.296424866
47.666034698,-122.319534302
47.681892395,-122.317466736
47.661315918,-122.320251465
47.662181854,-122.313117981
47.664932251,-122.316871643
47.662181854,-122.313117981
47.689395905,-122.30683136
47.678489685,-122.272949219
47.672130585,-122.272125244
47.662212372,-122.318405151
47.66399765,-122.313087463
47.662181854,-122.313117981
47.663322449,-122.298408508
47.665557861,-122.296150208
47.674125671,-122.259925842
47.663074493,-122.304962158
47.680744171,-122.263648987
47.676692963,-122.310874939
47.678752899,-122.318733215
47.662342072,-122.298141479
47.68214035,-122.29045105
47.66053772,-122.289230347
47.68214035,-122.29045105
47.656707764,-122.320846558
47.663993835,-122.305450439
47.662166595,-122.310844421
47.680042267,-122.279075623
47.670852661,-122.312461853
47.670597076,-122.31628418
47.68214035,-122.29045105
47.664028168,-122.31741333
47.68214035,-122.29045105
47.655887604,-122.321891785
47.676521301,-122.313743591
47.668388367,-122.273742676
47.683952332,-122.308876038
47.671730042,-122.311904907
47.661888123,-122.30090332
47.664012909,-122.315254211
47.658309937,-122.312637329
47.687095642,-122.312164307
47.679431915,-122.313812256
47.656707764,-122.320846558
47.66399765,-122.313087463
47.658309937,-122.312637329
47.662166595,-122.310844421
47.657588959,-122.31438446
47.66053772,-122.289230347
47.694747925,-122.291969299
47.681232452,-122.292045593
47.679477692,-122.318077087
47.661804199,-122.303993225
47.687095642,-122.312164307
47.685504913,-122.261665344
47.662166595,-122.310844421
47.678752899,-122.318733215
47.692558289,-122.304168701
47.675395966,-122.315658569
47.664897919,-122.312507629
47.662063599,-122.285797119
47.663978577,-122.310813904
47.663089752,-122.313102722
47.663322449,-122.298408508
47.667865753,-122.320663452
47.661266327,-122.31313324
47.66003418,-122.320831299
47.66399765,-122.313087463
47.668521881,-122.29788208
47.683048248,-122.295326233
47.678035736,-122.313835144
47.664875031,-122.290168762
47.664012909,-122.315254211
47.688976288,-122.289451599
47.66003418,-122.320831299
47.681720734,-122.26701355
47.66400528,-122.314224243
47.658489227,-122.320838928
47.665691376,-122.280052185
47.663955688,-122.3072052
47.691646576,-122.304168701
47.667499542,-122.314170837
47.689395905,-122.30683136
47.659801483,-122.313743591
47.676521301,-122.313743591
47.670597076,-122.31628418
47.662174225,-122.311981201
47.676197052,-122.263549805
47.665523529,-122.274078369
47.674980164,-122.314346313
47.679447174,-122.315040588
47.661258698,-122.307815552
47.680328369,-122.31199646
47.66488266,-122.310806274
47.664897919,-122.312507629
47.658485413,-122.31879425
